,Unnamed: 0,old_api_id,item_id,item_name,leg_loc_id,brand_id,brand_name,item_description,updated_at,nf_ingredient_statement,nf_water_grams,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_refuse_pct,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,allergen_contains_milk,allergen_contains_eggs,allergen_contains_fish,allergen_contains_shellfish,allergen_contains_tree_nuts,allergen_contains_peanuts,allergen_contains_wheat,allergen_contains_soybeans,allergen_contains_gluten,usda_fields
69,69,,513fc9e73fe3ffd4030010a7,Cheeseburger,114.0,513fbc1283aa2dc80c000053,McDonald's,Burgers & Sandwiches - Cheeseburger,2021-03-18T17:28:16.000Z,,,300.0,,13.0,6.0,0.5,,,40.0,720.0,32.0,2.0,7.0,15.0,,,,,,,1.0,Serving,,,,,,,,,,,
70,70,,513fc9e73fe3ffd4030010b4,"Chocolate Shake, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,"McCafe, Desserts & Shakes - Chocolate McCaf&eacute; Shake (Large)",2021-03-18T17:28:16.000Z,,,830.0,,21.0,13.0,1.0,,,80.0,410.0,139.0,1.0,110.0,19.0,,,,,,,1.0,Serving,,,,,,,,,,,
71,71,,513fc9e73fe3ffd4030010b9,"Coca-Cola, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Coca-Cola&reg; Classic (Small),2021-03-18T17:28:16.000Z,,,150.0,,0.0,0.0,0.0,,,0.0,40.0,39.0,0.0,39.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
72,72,,513fc9e73fe3ffd4030010bf,"Diet Coke, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Diet Coke&reg; (Medium),2021-03-18T17:28:16.000Z,,,0.0,,0.0,0.0,0.0,,,0.0,15.0,0.0,0.0,0.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
73,73,,513fc9e73fe3ffd4030010c6,Double Quarter Pounder with Cheese,114.0,513fbc1283aa2dc80c000053,McDonald's,Burgers & Sandwiches - Double Quarter Pounder with Cheese,2021-03-18T17:28:16.000Z,,,740.0,,42.0,20.0,2.5,,,165.0,1360.0,43.0,2.0,10.0,48.0,,,,,,,1.0,Serving,291.0,,,,,,,,,,
74,74,,513fc9e73fe3ffd4030010e5,Hamburger,114.0,513fbc1283aa2dc80c000053,McDonald's,Burgers & Sandwiches - Hamburger,2021-03-18T17:28:16.000Z,,,250.0,,9.0,3.5,0.0,,,30.0,510.0,31.0,1.0,6.0,12.0,,,,,,,1.0,Serving,99.0,,,,,,,,,,
75,75,,513fc9e73fe3ffd4030010f2,Hot Caramel Sundae,114.0,513fbc1283aa2dc80c000053,McDonald's,Desserts & Shakes - Hot Caramel Sundae,2021-03-18T17:28:16.000Z,,,340.0,,7.0,5.0,0.0,,,30.0,160.0,60.0,0.0,42.0,7.0,,,,,,,1.0,Serving,182.0,,,,,,,,,,
76,76,,513fc9e73fe3ffd4030010fd,Hotcakes,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Hotcakes,2021-03-18T17:28:16.000Z,,,580.0,,15.0,6.0,0.0,,,45.0,550.0,101.0,2.0,45.0,9.0,,,,,,,1.0,Serving,144.0,,,,,,,,,,
77,77,,513fc9e73fe3ffd403001112,"Iced Mocha, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - Iced Mocha (Medium),2021-03-18T17:28:18.000Z,,,320.0,,11.0,7.0,0.0,,,35.0,125.0,48.0,2.0,43.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
78,78,,513fc9e73fe3ffd40300111d,"Iced Tea, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Iced Tea (Small),2021-03-18T17:28:18.000Z,,,0.0,,0.0,0.0,0.0,,,0.0,10.0,0.0,0.0,0.0,1.0,,,,,,,1.0,Serving,,,,,,,,,,,
79,79,,513fc9e73fe3ffd403001124,"Latte, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - Latte (Small),2021-03-18T17:28:18.000Z,,,140.0,,8.0,4.5,0.0,,,25.0,100.0,12.0,0.0,11.0,7.0,,,,,,,1.0,Serving,,,,,,,,,,,
80,80,,513fc9e73fe3ffd40300112f,McChicken Sandwich,114.0,513fbc1283aa2dc80c000053,McDonald's,"Burgers & Sandwiches, Chicken & Fish - McChicken &reg;",2021-03-18T17:28:18.000Z,,,400.0,,21.0,3.5,0.0,,,40.0,560.0,39.0,1.0,5.0,14.0,,,,,,,1.0,Serving,144.0,,,,,,,,,,
81,81,,513fc9e73fe3ffd403001131,"McFlurry with M&M's Candies, Regular Size",114.0,513fbc1283aa2dc80c000053,McDonald's,Desserts & Shakes - McFlurry&reg; with M&M'S&reg; Candies 12 fl oz,2021-03-18T17:28:18.000Z,,,640.0,,21.0,14.0,0.5,,,45.0,200.0,96.0,2.0,83.0,13.0,,,,,,,1.0,Serving,310.0,,,,,,,,,,
82,82,,513fc9e73fe3ffd40300113c,"Minute Maid Premium Orange Juice, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Minute Maid&reg; Orange Juice (Medium),2021-03-18T17:28:18.000Z,,,200.0,,0.0,0.0,0.0,,,0.0,0.0,45.0,0.0,41.0,3.0,,,,,,,1.0,Serving,,,,,,,,,,,
83,83,,513fc9e73fe3ffd403001179,Sausage Burrito,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Sausage Burrito,2021-03-18T17:28:16.000Z,,,310.0,,17.0,7.0,0.0,,,170.0,800.0,25.0,1.0,2.0,13.0,,,,,,,1.0,Serving,111.0,,,,,,,,,,
84,84,,513fc9e73fe3ffd40300117a,Sausage McGriddles,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Sausage McGriddles&reg;,2021-03-18T17:28:16.000Z,,,430.0,,24.0,9.0,0.0,,,35.0,990.0,41.0,2.0,14.0,11.0,,,,,,,1.0,Serving,144.0,,,,,,,,,,
85,85,,513fc9e73fe3ffd403001193,"Strawberry Banana Smoothie, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,"McCafe, Beverages - Strawberry Banana Smoothie (Small)",2021-03-18T17:28:16.000Z,,,190.0,,0.5,0.0,0.0,,,5.0,40.0,44.0,2.0,39.0,2.0,,,,,,,1.0,Serving,,,,,,,,,,,
86,86,,513fc9e73fe3ffd40300119e,"Sweet Tea, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Sweet Tea (Large),2021-03-18T17:28:16.000Z,,,160.0,,0.0,0.0,0.0,,,0.0,25.0,38.0,0.0,38.0,1.0,,,,,,,1.0,Serving,,,,,,,,,,,
87,87,,513fc9e73fe3ffd4030011a3,"Vanilla Shake, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,"McCafe, Beverages, Desserts & Shakes - Vanilla McCaf&eacute; Shake (Small)",2021-03-18T17:28:16.000Z,,,490.0,,13.0,9.0,0.5,,,55.0,220.0,79.0,0.0,55.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
88,88,,c640834927f393b0f3a0c76b,Hot 'n Spicy McChicken Biscuit,114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:16.000Z,,,420.0,,20.0,9.0,0.0,,,35.0,1130.0,45.0,2.0,2.0,14.0,,,,,,,1.0,Serving,,,,,,,,,,,
89,89,,c640834991211e66194d0fac,"Iced Caramel Latte, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,180.0,,5.0,3.0,0.0,,,15.0,250.0,28.0,0.0,26.0,6.0,,,,,,,1.0,Serving,,,,,,,,,,,
90,90,,d3ea1640104047b85ca8aa3d,"Americano, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,0.0,,0.0,0.0,0.0,,,0.0,15.0,1.0,0.0,0.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
91,91,,d3ea16402778c5781a97520c,"French Vanilla Latte, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,360.0,,12.0,7.0,0.0,,,35.0,160.0,51.0,0.0,50.0,12.0,,,,,,,1.0,Serving,,,,,,,,,,,
92,92,,d3ea16403204bdbcf1e86377,"Iced French Vanilla Coffee, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,230.0,,9.0,6.0,0.0,,,35.0,90.0,38.0,0.0,34.0,4.0,,,,,,,1.0,Serving,,,,,,,,,,,
93,93,,d3ea16408ac23b8a35532268,"OREO Shamrock McFlurry, Regular Size",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,560.0,,16.0,8.0,0.5,,,40.0,260.0,92.0,1.0,68.0,12.0,,,,,,,1.0,Serving,,,,,,,,,,,
94,94,,d3ea1640a45e901679e095a5,"McCafe Pumpkin Spice Latte, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,380.0,,12.0,7.0,0.0,,,35.0,180.0,55.0,0.0,54.0,13.0,,,,,,,1.0,Serving,,,,,,,,,,,
95,95,,d3ea1640aac1fb26ea4b34f3,"Caramel Mocha, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:52.000Z,,,290.0,,10.0,6.0,0.0,,,30.0,210.0,42.0,0.0,38.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
96,96,,d3ea1640ab7fd2dee0cc8117,"Mocha Frappe, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,500.0,,20.0,13.0,1.0,,,70.0,150.0,73.0,1.0,66.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
97,97,,d3ea1640db7ed4ff842901ae,"French Vanilla Cappuccino, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:52.000Z,,,230.0,,6.0,3.5,0.0,,,20.0,85.0,37.0,0.0,36.0,7.0,,,,,,,1.0,Serving,,,,,,,,,,,
98,98,,d3ea1640ebe5f4e338333ea8,"Caramel Mocha, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,420.0,,14.0,8.0,0.0,,,45.0,320.0,62.0,0.0,56.0,12.0,,,,,,,1.0,Serving,,,,,,,,,,,
99,99,,ddee525645450459acf85b56,"Chicken McNuggets, 4 Piece",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:19.000Z,,,170.0,,10.0,1.5,0.0,,,25.0,330.0,10.0,0.0,0.0,9.0,,,,,,,4.0,Piece,65.0,,,,,,,,,,
100,100,,c64083499bda44cabd6db006,"French Vanilla Cappuccino, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,190.0,,5.0,3.0,0.0,,,15.0,70.0,30.0,0.0,29.0,6.0,,,,,,,1.0,Serving,,,,,,,,,,,
139,139,,513fc9e73fe3ffd403001098,"Bacon, Egg & Cheese Biscuit",114.0,513fbc1283aa2dc80c000053,McDonald's,"Breakfast - Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",2021-03-18T17:28:15.000Z,,,460.0,,26.0,13.0,0.0,,,215.0,1330.0,39.0,2.0,3.0,17.0,,,,,,,1.0,Serving,147.0,,,,,,,,,,
140,140,,513fc9e73fe3ffd40300109e,Big Breakfast with Hotcakes,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Big Breakfast with Hotcakes (Regular Size Biscuit),2021-03-18T17:28:15.000Z,,,1340.0,,63.0,25.0,0.5,,,525.0,2070.0,158.0,5.0,48.0,36.0,,,,,,,1.0,Serving,412.0,,,,,,,,,,
141,141,,513fc9e73fe3ffd4030010a3,"Caramel Latte, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - Caramel Latte (Small),2021-03-18T17:28:15.000Z,,,250.0,,7.0,4.0,0.0,,,25.0,330.0,38.0,0.0,35.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
142,142,,513fc9e73fe3ffd4030010a8,"Chicken McNuggets, 10 Piece",114.0,513fbc1283aa2dc80c000053,McDonald's,Chicken & Fish - Chicken McNuggets&reg; (10 piece),2021-03-18T17:28:16.000Z,,,420.0,,25.0,4.0,0.0,,,65.0,840.0,25.0,1.0,0.0,23.0,,,,,,,10.0,Piece,162.0,,,,,,,,,,
143,143,,513fc9e73fe3ffd4030010df,"French Vanilla Latte, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - French Vanilla Latte (Small),2021-03-18T17:28:16.000Z,,,230.0,,7.0,4.0,0.0,,,20.0,100.0,33.0,0.0,32.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
144,144,,513fc9e73fe3ffd4030010e1,Fruit & Maple Oatmeal,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Fruit & Maple Oatmeal,2021-03-18T17:28:16.000Z,,,320.0,,4.5,1.5,0.0,,,5.0,150.0,64.0,4.0,31.0,6.0,,,,,,,1.0,Serving,251.0,,,,,,,,,,
145,145,,513fc9e73fe3ffd4030010e6,Hash Browns,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Hash Brown,2021-03-18T17:28:16.000Z,,,140.0,,8.0,1.0,0.0,,,0.0,310.0,18.0,2.0,0.0,2.0,,,,,,,1.0,Serving,56.0,,,,,,,,,,
146,146,,513fc9e73fe3ffd4030010f3,"Hot Chocolate, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - Hot Chocolate (Large),2021-03-18T17:28:16.000Z,,,560.0,,20.0,12.0,0.5,,,60.0,260.0,76.0,2.0,71.0,17.0,,,,,,,1.0,Serving,,,,,,,,,,,
147,147,,513fc9e73fe3ffd4030010fe,Hotcakes and Sausage,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Hotcakes and Sausage,2021-03-18T17:28:16.000Z,,,770.0,,33.0,13.0,0.0,,,75.0,830.0,102.0,2.0,46.0,15.0,,,,,,,1.0,Serving,189.0,,,,,,,,,,
148,148,,513fc9e73fe3ffd403001101,"Iced Caramel Mocha, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - Iced Caramel Mocha (Small),2021-03-18T17:28:16.000Z,,,260.0,,10.0,6.0,0.0,,,35.0,170.0,36.0,0.0,31.0,6.0,,,,,,,1.0,Serving,,,,,,,,,,,
149,149,,513fc9e73fe3ffd403001113,"Iced Mocha, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,McCafe - Iced Mocha (Small),2021-03-18T17:28:18.000Z,,,280.0,,10.0,6.0,0.0,,,35.0,110.0,39.0,1.0,35.0,7.0,,,,,,,1.0,Serving,,,,,,,,,,,
150,150,,513fc9e73fe3ffd403001120,"World Famous Fries, Kids",114.0,513fbc1283aa2dc80c000053,McDonald's,Snacks & Sides - Kids Fries,2021-03-18T17:28:18.000Z,,,110.0,,5.0,0.5,0.0,,,0.0,90.0,15.0,1.0,0.0,2.0,,,,,,,1.0,Serving,38.0,,,,,,,,,,
151,151,,513fc9e73fe3ffd40300112b,"Mango Pineapple Smoothie, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,"McCafe, Beverages - Mango Pineapple Smoothie (Small)",2021-03-18T17:28:18.000Z,,,200.0,,0.5,0.0,0.0,,,5.0,35.0,45.0,1.0,42.0,2.0,,,,,,,1.0,Serving,,,,,,,,,,,
152,152,,513fc9e73fe3ffd40300113d,"Minute Maid Premium Orange Juice, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Minute Maid&reg; Orange Juice (Small),2021-03-18T17:28:18.000Z,,,150.0,,0.0,0.0,0.0,,,0.0,0.0,36.0,0.0,32.0,2.0,,,,,,,1.0,Serving,,,,,,,,,,,
153,153,,513fc9e73fe3ffd40300117b,Sausage McMuffin,114.0,513fbc1283aa2dc80c000053,McDonald's,Breakfast - Sausage McMuffin&reg;,2021-03-18T17:28:16.000Z,,,400.0,,26.0,10.0,0.5,,,55.0,760.0,29.0,2.0,2.0,14.0,,,,,,,1.0,Serving,,,,,,,,,,,
154,154,,513fc9e73fe3ffd40300118d,"Sprite, Extra Small",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Sprite&reg; (Child),2021-03-18T17:28:16.000Z,,,90.0,,0.0,0.0,0.0,,,0.0,50.0,27.0,0.0,27.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
155,155,,513fc9e73fe3ffd403001194,"Strawberry Shake, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,"McCafe, Beverages, Desserts & Shakes - Strawberry McCaf&eacute; Shake (Small)",2021-03-18T17:28:16.000Z,,,500.0,,14.0,9.0,0.5,,,55.0,190.0,80.0,0.0,68.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
156,156,,513fc9e73fe3ffd40300119f,"Sweet Tea, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,Beverages - Sweet Tea (Medium),2021-03-18T17:28:16.000Z,,,110.0,,0.0,0.0,0.0,,,0.0,20.0,28.0,0.0,28.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
157,157,,513fc9e73fe3ffd4030011a4,"Vanilla Shake, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,"McCafe, Desserts & Shakes - Vanilla McCaf&eacute; Shake (Medium)",2021-03-18T17:28:16.000Z,,,500.0,,16.0,10.0,0.5,,,65.0,190.0,74.0,0.0,61.0,13.0,,,,,,,1.0,Serving,,,,,,,,,,,
158,158,,6924041601c3814c52fcc919,"Iced Latte, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,90.0,,4.5,2.5,0.0,,,15.0,65.0,7.0,0.0,7.0,4.0,,,,,,,1.0,Serving,,,,,,,,,,,
159,159,,6924041647fc222191f194a2,"Iced Caramel Macchiato, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,310.0,,10.0,6.0,0.0,,,30.0,370.0,45.0,0.0,41.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
160,160,,6924041699a56a1e0744b7d0,"Iced Latte, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,170.0,,9.0,5.0,0.0,,,30.0,125.0,14.0,0.0,13.0,9.0,,,,,,,1.0,Serving,,,,,,,,,,,
161,161,,69240416cbc5de1fef6defb3,"Coca-Cola, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,290.0,,0.0,0.0,0.0,,,0.0,80.0,77.0,0.0,77.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
162,162,,23cb594989518baa90a3314e,Apple Slices,114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:19.000Z,,,15.0,,0.0,0.0,0.0,,,0.0,0.0,4.0,0.0,3.0,0.0,,,,,,,1.0,Serving,34.0,,,,,,,,,,
163,163,,c640834903907358759b62e5,"Premium Roast Coffee, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:19.000Z,,,0.0,,0.0,0.0,0.0,,,0.0,20.0,1.0,0.0,0.0,2.0,,,,,,,1.0,Serving,,,,,,,,,,,
164,164,,c6408349064c931cca2ce8ab,"Cappuccino, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,120.0,,6.0,3.5,0.0,,,20.0,80.0,9.0,0.0,9.0,6.0,,,,,,,1.0,Serving,,,,,,,,,,,
165,165,,c640834966ec78b5fe803297,"Caramel Macchiato, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,260.0,,7.0,4.0,0.0,,,25.0,340.0,41.0,0.0,37.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
166,166,,c6408349dd5aa1af716d94c1,Vanilla Cone,114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:50.000Z,,,200.0,,5.0,3.0,0.0,,,20.0,80.0,32.0,0.0,23.0,5.0,,,,,,,1.0,Serving,,,,,,,,,,,
167,167,,c6408349dffad287015f6328,"Caramel Cappuccino, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,210.0,,5.0,3.0,0.0,,,15.0,300.0,35.0,0.0,32.0,6.0,,,,,,,1.0,Serving,,,,,,,,,,,
168,168,,c6408349ef47e2b7f937043b,"Minute Maid Fruit Punch Slushie, Small",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:18.000Z,,,170.0,,0.0,0.0,0.0,,,0.0,20.0,45.0,0.0,45.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
169,169,,d3ea164003c679b8b795f016,"Caramel Latte, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,320.0,,10.0,5.0,0.0,,,30.0,420.0,48.0,0.0,45.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
170,170,,d3ea1640074695f45d65dae5,Crispy Chicken Sandwich,114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,470.0,,20.0,5.0,0.0,,,65.0,1100.0,45.0,1.0,9.0,27.0,,,,,,,1.0,Serving,,,,,,,,,,,
171,171,,d3ea16400e8a4a58f8ed7e17,"Iced French Vanilla Latte, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,240.0,,8.0,4.5,0.0,,,25.0,105.0,36.0,0.0,34.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
172,172,,d3ea164024959600f01b1ed3,"Caramel Frappe, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,670.0,,27.0,17.0,1.0,,,95.0,200.0,96.0,0.0,89.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
173,173,,d3ea1640554e5b2501ee0c44,"Caramel Latte, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,400.0,,12.0,7.0,0.0,,,40.0,510.0,59.0,0.0,55.0,14.0,,,,,,,1.0,Serving,,,,,,,,,,,
174,174,,d3ea16405d5824a1971b0d46,"Caramel Cappuccino, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:52.000Z,,,340.0,,9.0,5.0,0.0,,,30.0,470.0,55.0,0.0,50.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
175,175,,d3ea1640617f0d5d4515c011,"Mocha Frappe, Large",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,670.0,,26.0,17.0,1.0,,,90.0,200.0,98.0,1.0,89.0,11.0,,,,,,,1.0,Serving,,,,,,,,,,,
176,176,,d3ea164078815445d7b9fb5b,"Spicy Chicken McNuggets,10 Piece",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,420.0,,27.0,5.0,0.0,,,75.0,910.0,20.0,1.0,1.0,24.0,,,,,,,10.0,Piece,,,,,,,,,,,
177,177,,d3ea1640acabfd4a13df38cc,"Caramel Cappuccino, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:52.000Z,,,260.0,,6.0,3.5,0.0,,,20.0,380.0,44.0,0.0,40.0,8.0,,,,,,,1.0,Serving,,,,,,,,,,,
178,178,,d3ea1640c899a0a71e260740,Deluxe Crispy Chicken Sandwich,114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,530.0,,26.0,4.0,0.0,,,65.0,1040.0,47.0,2.0,10.0,27.0,,,,,,,1.0,Serving,,,,,,,,,,,
179,179,,d3ea1640cbd7c0073e7ec194,Low Fat Chocolate Milk Jug (Reduced Sugar),114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,130.0,,2.5,1.5,0.0,,,10.0,95.0,18.0,0.0,14.0,9.0,,,,,,,1.0,Serving,,,,,,,,,,,
180,180,,d3ea1640d9f6712fba88ec5a,"Minute Maid Pink Lemonade Slushie, Medium",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,250.0,,0.0,0.0,0.0,,,0.0,30.0,68.0,0.0,66.0,0.0,,,,,,,1.0,Serving,,,,,,,,,,,
181,181,,d3ea1640fcac9b538028029a,"Spicy Chicken McNuggets, 40 Piece",114.0,513fbc1283aa2dc80c000053,McDonald's,,2021-03-18T17:28:51.000Z,,,1690.0,,110.0,20.0,0.5,,,300.0,3630.0,81.0,3.0,3.0,96.0,,,,,,,40.0,Piece,,,,,,,,,,,
182,182,,58bededac30eae311638bc27,"McDONALD'S, Sausage McMUFFIN - 1 oz",328.0,513fcc648110a4cafb90ca5e,McDonald's,,2017-03-07T16:24:58.000Z,,,94.41,53.74,5.97,2.06,0.14,0.92,2.2,11.06,196.47,6.95,0.4,0.55,3.59,1.47,0.0,6.35,3.21,,,1.0,oz,28.35,,,,,,,,,,
183,183,,58beded4c30eae311638bc26,"McDONALD'S, Sausage McMUFFIN - 1 sandwich",328.0,513fcc648110a4cafb90ca5e,McDonald's,,2017-03-07T16:24:52.000Z,,,382.95,217.98,24.22,8.34,0.55,3.72,8.91,44.85,796.95,28.2,1.61,2.22,14.56,5.98,0.0,25.76,13.03,,,1.0,sandwich,115.0,,,,,,,,,,
